Bellatrix Flint,ENFP,7
Lavender Crabbe,ESFP,2
Quigley Quirke,ENTJ,5
Viktor Twycross,INFP,2
Aberforth Zeller,ESTJ,5
Hamish Mostafa,ENFP,2
Padfoot Coote,ENFJ,5
Victoire Burbage,ESFJ,4
Trevor Grubbly-Plank,ISTP,5
Nicolas Switch,ISFJ,6
Oliver Smith,ESTJ,6
Peeves Vulchanov,ENFJ,5
Alphard Ogden,ISTP,3
Bob Clagg,INTJ,5
Wilfred Filch,ISFP,4
Kendra Prang,ENFJ,7
Hermes Weasley,ESFP,3
Elphias Rabnott,INTJ,5
Angelina Skeeter,INFP,4
Gwenog Fudge,INFP,6
Rolanda Bell,INTJ,4
Barnabas the Barmy Trimble,ISTP,4
Irma Vane,INFJ,5
Dolores Gudgeon,INTP,7
Peter Finnigan,ENTJ,4
Amelia Susan Hufflepuff,ESFP,2
Firenze Bryce,ISTJ,5
Cassius Quirke,ESTJ,4
Eloise Rosier,ISFJ,4
Ragnok Marchbanks,ISFP,3
Fawkes Pennifold,ISFP,2
Bloody Baron Skeeter,ENTJ,5
Teddy Dippet,ENFP,7
Helena Lovegood,ENFP,5
Ronan Polkiss,INFJ,7
Bellatrix Pomfrey,ESFP,3
Nagini Turpin,ISTJ,7
Helga Grindelwald,INFJ,2
Salazar Gryffindor,ISTP,4
Orla Ogden,ISFP,6
Charlie Kettleburn,ISFJ,5
Piers Moody,INTP,5
Kendra Flamel,ESTJ,3
Amos Bode,ENFJ,3
Lucius Rosier,ISTP,3
Narcissa Dumbledore,ESTP,7
Lord Voldemort Boardman,ESTJ,2
Trevor Burbage,ENFJ,4
Parvati Meliflua,ENTP,2
Rolanda Cattermole,ENFJ,6
Bathilda Bode,ESTP,7
Arthur Switch,ISTP,4
Hassan Bagnold,ENFP,6
Patrick Finch-Fletchley,ISFJ,6
Sturgis Johnson,ISTJ,2
Penelope Dippet,ESFJ,4
Teddy Midgeon,ESTP,6
Thomas Podmore,ENTP,4
Irma Jigger,ENTJ,3
Mundungus Peverell,ESFP,4
Millicent Vulchanov,ESTJ,2
Colin Rabnott,INTP,6
Rosmerta Lovegood,ESTJ,2
Trevor Dippet,INTJ,2
Livius Prewett,ISFP,5
Alecto Cattermole,ESFJ,2
Alecto Derwent,ISFJ,6
Rolanda Goldstein,ESTJ,7
The Grey Lady Gudgeon,ISTJ,2
Wilhelmina Pomfrey,INTJ,3
Janus McClaggen,ESTJ,2
Michael Ollivander,INTP,2
Winky Malfoy,ENTJ,6
Cedric Rosier,ENFJ,2
Amycus Zeller,ENFJ,6
Sturgis Dedalus,ESFP,4
Michael Doge,ENTJ,3
Dolores Coote,ESTJ,5
Charity Dursley,ENFP,5
Padma Derwent,ISTJ,3
Lucius Ivanova,INTP,5
Eunice Morgan,ENTJ,6
Peeves Mumps,ESFJ,2
Travers Peverell,ESFJ,4
Bane Pettigrew,INTP,6
Olympe Flamel,ESTP,5
Cadmus Nott,ISFP,4
Amycus Podmore,ESFP,7
Evan Ravenclaw,ENTP,5
Augusta Dawlish,INTP,5
Arabella Cattermole,ESFJ,6
Modesty Grubbly-Plank,INTJ,2
Albus percival Wulfric Brian Derwent,INFJ,2
Goodwin Quirrell,ESTP,3
Pigwidgeon Finch-Fletchley,ESTJ,2
Araminta Flamel,ENTP,5
Orla Lestrange,ISFP,3
Catriona Malfoy,ESFP,4
Moony Oswald,ESTJ,3
Olympe Finnigan,INTJ,2
Clara Bagnold,INTJ,4
Pomona Prewett,ESTJ,5
Ludo Quirrell,INTJ,7
Sturgis Abbott,ESFJ,6
Jimmy Brown,ENFP,7
Adalbert Thickey,INFP,7
Sybill Binns,ESFP,3
Bartemius Crouch Junior Bagman,ENTJ,7
Arabella Vulchanov,ISTP,5
MykewÂ Gudgeon,INTJ,6
Violet Slytherin,ESFP,7
Piers Prang,ENFP,6
Gladys Thicknesse,ENTJ,3
Helga Delaney-Podmore,INTP,6
Avery Ivanova,ENFJ,3
Dennis Fudge,ESTJ,6
Hedwig Peverell,ENTP,5
Emmeline Prewett,ISTJ,7
Zacharias Turpin,ESFJ,3
Arabella Bell,ISFJ,7
Bill Snape,ISTJ,7
Madam Rosmerta Gryffindor,INFP,2
Lee Umfraville,INTP,6
Marietta Smith,ISFP,5
Arsenius Pettigrew,INTP,4
Livius Podmore,ESTP,5
Cornelius Diggle,ESTP,4
Fawkes Hufflepuff,ENFP,7
Buckbeak Lupin,INTJ,6
Eunice Dursley,ENFP,2
Ariana Brown,ENTP,6
Aidan Flitwick,ISTJ,2
Viktor Bagshot,INFP,5
Scorpius Bragge,INFP,7
Wendy Malfoy,INTP,6
Harry Granger,INTJ,7
Demelza Grindelwald,ESFJ,3
Wendelin Corner,ESFP,6
Igor MacMillian,INTP,2
Ginny Kettleburn,ESFP,2
Marge Flitwick,ESTJ,3
Armando Delaney-Podmore,ESTJ,2
Arcturus Kneen,ISTP,3
Ernie Zeller,ESFP,6
Salazar Rookwood,ISTJ,4
Antonin Rosier,ENTJ,5
Muriel Delacour,ESTJ,4
Nagini Rookwood,ISFP,2
Ariana Peakes,ISFP,4
Modesty Whisp,INFP,4
Horace Bagman,INTP,3
The Grey Lady Dursley,INFP,7
Daisy Slytherin,ESTP,5
Moony Flamel,INFP,5
Minerva Pennifold,ESFP,5
Argus Lupin,ENTJ,5
Ginny Dedalus,ESTJ,5
Rose Longbottom,INFP,3
Penelope Doreen,ENTP,2
Stan Morgan,ENFP,2
Gregory Morgan,ENFP,2
Sturgis Gaunt,ESTP,2
Nagini Fudge,ESTP,3
Elphias Pince,INTJ,2
Lee Ogden,ISFJ,6
Marcus Flitwick,ESTJ,7
Angelina Smith,ESFP,5
Malkin Cattermole,ESFP,2
Severus MacFarlan,ISFP,5
Doris Diggory,INFJ,2
Griphook Black,INTJ,7
Sirius Podmore,ISTP,6
Armando Meliflua,INTJ,5
Ginny Granger,INFJ,5
Elladora Pomfrey,ISTP,3
Hokey Volkov,ESFP,4
Viktor Peverell,ENTJ,4
Padma Higgs,ISFJ,6
Ronan Pince,ISFJ,6
Eloise McGonagall,INTJ,4
Paracelsus MacNair,ENTP,3
You-Know-Who Crabbe,INTJ,6
Bathilda Volkov,ENTJ,6
Broderick Parkinson,ESFJ,3
Rubeus Umfraville,ISTJ,7
Arsenius Dursley,ISFJ,6
Kreacher Zeller,INFP,6
Lee Goyle,ENTP,5
Parvati Gryffindor,INFP,2
Thomas Pomfrey,ENTJ,5
Helga Riddle,ENTP,3
The Grey Lady Zabini,ENFJ,4
Phineas Nigellus Carrow,ESTJ,3
Evan Whisp,INTJ,4
Cassandra Kneen,INTJ,5
Alphard Dawlish,ISTJ,7
Irma Thickey,INFJ,7
Rita Finch-Fletchley,INTJ,2
Anthony Crockford,ESTJ,4
Arabella Pince,INFJ,7
Harry Hagrid,ISTJ,2
Gertie Umfraville,ESFJ,6
Justin Zabini,INTP,4
Tom Dolohov,INFP,3
Patrick Thicknesse,ESFJ,5
Aragog Burbage,ESFJ,2
Edgar Patil,ESTP,7
Wormtail Moody,ISFP,5
Alberic Mundungus,INFP,3
Colin Derwent,INTJ,5
Fang Murray,INTP,4
Ronan MacFarlan,ESFP,5
Wendelin Dursley,INTP,2
Scorpius Figg,ISFJ,5
Severus Vector,ESFP,6
Snivellus Grindelwald,ESFJ,6
Merope Creevey,ISFP,7
Cormac Peasegood,ISFJ,6
Snuffles Flitwick,INTP,7
Kennilworthy Corner,ENTP,2
Amelia Susan Prewett,INTP,3
Lucius Millicent,ENFJ,3
Goodwin Dumbledore,ISTP,4
Rose Gregorovitch,INFP,7
Arabella Umbridge,ESFJ,4
Septima Bulstrode,INTP,2
Draco Umfraville,INFP,6
Marvolo Mumps,ISTP,4
Ripper Edgecombe,ISTP,5
Aberforth Bragge,ESTP,4
Ron Bagman,ISTP,4
Teddy Evans,ISTP,3
Snivellus Cattermole,INTJ,5
Moony Polkiss,ENFP,5
Nearly Headless Nick Purkiss,ISTP,2
Silvanus Clagg,ESFJ,7
Daisy Robins,INFP,3
Michael Riddle,INTP,3
Charlie Pettigrew,ENFJ,7
MykewÂ Dedalus,INTJ,5
Amycus Slinkhard,INFP,6
Alice Rabnott,ESFP,3
Antonin Ravenclaw,ESFP,2
Dolores Clagg,ENTP,3
Eunice Gudgeon,INFP,4
Blaise Jordan,ENFP,3
Victoire Skeeter,ENFP,6
Clara Rosier,ESFP,3
Mundungus Vane,ESTJ,4
Cornelius Slytherin,ESTP,7
Barberus Krum,ENTJ,5
Gellert Flitwick,ESTP,6
Millicent Patil,INTJ,7
Rose Rabnott,INFJ,4
Septima Prince,ESTP,2
Grawp Jones,ISFP,3
Pigwidgeon Brown,ENFP,5
Thomas Corner,INFP,5
Walden Finch-Fletchley,INTP,3
Eloise Kettleburn,INFP,7
Merope Bagnold,INTP,2
Magorian Trelawney,INFP,3
Neville Rabnott,INTP,7
Ernie Corner,ESTP,6
Ripper Granger,INTP,5
Gwendolyn Granger,INTJ,5
Bilius Belby,ESFP,3
Dilys Sprout,ISFP,2
Pansy Corner,INFP,4
Ignotus Pettigrew,ESFJ,3
Beedle Carrow,ISFP,2
Bartemius Crouch Junior McClaggen,ESFJ,2
Ignotus Timms,INFP,6
Ronan Moody,ISFJ,5
Agatha Pomfrey,ESTJ,3
Ludo Snape,INTJ,2
Tom Slughorn,ISTJ,2
Andrew Zograf,INTJ,3
Marge Coote,ENFP,6
Hamish Umfraville,ISFP,2
Ginny Bagshot,INTP,7
Hassan Crouch,INTP,4
Wilhelmina Dedalus,INTJ,5
Elphias Meliflua,INTP,4
Katie Volkov,ESTP,5
Moaning Myrtle Mostafa,INFJ,3
Igor Parkinson,ESFP,6
James Helga,INFP,7
Fingal the Fearless Black,ENFJ,3
Evan Lockhart,INFP,4
Luna Polkiss,ENFP,3
Rita MacFarlan,INFJ,3
Ron Thickey,ISFP,7
Orla Corner,ESFP,7
Cuthbert Zeller,INFJ,7
Griselda Binns,ESTJ,5
Malkin Boardman,INFJ,3
Karkus Quirke,ENFJ,6
Tom Gryffindor,ESTJ,3
Fred Carrow,INTP,6
Neville Bode,ISFJ,2
Penelope Corner,ESFJ,6
Quentin Lovegood,ESFJ,4
Penelope MacNair,ESTP,6
Tenebrus Robins,ISTP,7
Rolanda Flitwick,INTJ,7
Patrick Zograf,ENTP,4
Ariana Gregorovitch,INFP,7
Winky Mumps,INTP,4
Nicolas Shacklebolt,ENFJ,3
Dolores Kneen,ISTP,3
Amelia Susan Potter,ESTP,4
Mosag Trimble,ISTP,6
Hugo Malfoy,ISFP,7
Rita Goshawk,ISTP,5
Oblansk Mumps,INFJ,5
Violet Crockford,ESFJ,6
Dennis Sprout,ESFJ,6
Cadmus Lockhart,ENTP,3
Doris Crockford,ISFJ,5
Bertha Zabini,ENFP,2
Bellatrix Rosier,ENFJ,2
Ripper Pince,INTP,4
Rowena Rabnott,ENTJ,6
Troy Bell,INTP,2
Mundungus Kettleburn,ISTJ,7
Ludo Rabnott,INTJ,3
Mundungus Malfoy,ISFJ,7
Phineas Nigellus Smith,ESFJ,4
Scorpius Bell,INTP,4
Agatha Helga,ESTJ,2
Argus Vector,ISFP,4
Bogrod Cresswell,ISFP,5
Terence Parkinson,ENFP,3
Terence Fortescue,INFP,2
Arcturus Purkiss,ISTJ,7
Barnabas the Barmy Flamel,ISTP,3
Terence Twycross,ISTJ,4
Theodore Finnigan,ENTP,6
Wendelin Coote,ISTJ,2
Moony Dedalus,ENFP,3
Parvati Rookwood,ISFJ,3
Gladys Chang,ISTP,7
Moran Maxime,INTJ,3
Scabbers Lestrange,ENFJ,5
Morgana Longbottom,ENFP,3
Hamish Lestrange,INTJ,3
Moaning Myrtle Jones,ISTP,3
Rose Peakes,ISTP,4
Padfoot Umfraville,INFJ,5
Dudley Zabini,ISFP,5
Hermione Finch-Fletchley,ISTJ,5
Hepzibah Perks,ESFJ,5
Olympe Boardman,ENFJ,5
Hermes Diggory,ESFP,5
Wilhelmina Malfoy,INFP,5
Goodwin Lupin,ISFJ,2
Jimmy Jordan,ESFJ,7
Piers Lynch,ISTJ,2
Doris Black,ENFJ,3
Griselda Hooch,ESTJ,4
Teddy Jordan,ESFP,6
Angelina Cattermole,ESTP,5
Kendra Mundungus,ESTP,5
Marvolo Gryffindor,ISTP,3
Kevin Whitby,ESTP,3
Tom Krum,ESFP,3
Arabella Fudge,INFJ,2
Ptolemy Murray,INTJ,4
Ginny Crockford,INFJ,6
Celestina Black,ENTJ,7
Hamish Hopkirk,INTJ,6
Araminta Pennifold,INFP,3
Antonin Goldstein,ESFJ,4
Argus Bones,ESFP,4
Pius Bagnold,ENTP,5
Oliver Goshawk,INFP,5
Phyllida Evans,INFJ,3
Arcturus Bulstrode,INTJ,4
Hermes Carrow,INFP,2
Jimmy Rabnott,ENFP,3
Susan Cattermole,ISFJ,2
Bozo Crabbe,ENFJ,2
Piers Nott,INTP,4
Alecto Thickey,ISTP,5
Beedle Coote,ENFP,5
Ludo Mundungus,ENTP,2
Bilius ,ISTJ,3
Elladora Prince,ESFJ,7
Parvati Bagman,INTP,7
Hepzibah Whisp,ESTP,6
Lord Voldemort MacFarlan,ISFJ,5
Armando Slughorn,ENTJ,2
Dennis Twycross,ESTP,4
Phyllida Hufflepuff,ISTJ,6
Dolores Ivanova,ESTP,2
Livius Dippet,ENFJ,7
Colin Longbottom,ISFJ,6
Hannah Slytherin,ESTP,2
Lee McGonagall,ENTP,4
Amelia Susan Flitwick,ESFJ,3
Cassandra Chang,ISFJ,3
Helga Pennifold,ISTJ,2
Hokey Jones,ISFP,3
Fluffy Bones,ESFJ,5
Andromeda Keddle,ISTJ,5
Nearly Headless Nick Hooch,INFJ,7
Amycus Vane,ISTJ,3
Gwendolyn Maxime,INFJ,3
Morgana Bones,INFJ,5
Harry Pennifold,INFJ,3
Miranda Jigger,ENFJ,6
Hestia Hopkirk,ISTP,3
Celestina Bagshot,INFP,6
Violet Carrow,ISFP,7
Severus Flint,ESFP,2
Rose Switch,INTJ,2
Thomas Derwent,ESFJ,5
Violet Ravenclaw,ISTJ,7
Emmeline Quirke,INFP,4
Cadmus Crockford,INTJ,3
Augustus Cresswell,INFJ,4
Fred Umbridge,ESTP,2
Katie Lockhart,INFJ,7
Ronan Kneen,ISFJ,3
Daisy Kettleburn,ESTJ,2
Edgar Turpin,ISFP,7
Madam Poppy Mundungus,INTP,4
Lisa Keddle,ENFP,5
Rosmerta Slughorn,ESTP,4
Zacharias Wood,ESFP,6
Aidan Bones,ESTJ,2
Rosmerta Vulchanov,ESTP,2
Teddy Delacour,ISFP,6
Rowena Keddle,ENTP,2
Lisa Krum,INFJ,2
Mundungus Jordan,ESFJ,3
Modesty Filch,ESFP,2
Bozo Ogden,ESFJ,5
Dedalus Kneen,ISFP,4
Amycus Thickey,ENFJ,5
Norbert Rookwood,ISTJ,5
Lisa Volkov,INFJ,2
Malkin Smith,ESFP,7
Ginny Grindelwald,INTJ,2
Gregory Prewett,ENTJ,7
Quirinus Jones,INTJ,5
Oliver Potter,INFP,2
Bill Krum,ESFP,4
Ernie Oswald,ISFP,2
Regulus Warrington,ISFP,7
Catriona Bagshot,INFP,6
The Grey Lady Rookwood,ENTP,5
Anthony Jigger,INFP,5
Bilius Riddle,INTJ,5
Luna Slughorn,ESTJ,2
Malkin Thickey,ENFJ,2
Evan Kettleburn,ENTP,3
Tenebrus Trimble,ESTP,7
Vincent Zabini,INFP,2
Merlin Flamel,ESTP,4
Bilius Nott,ENFP,6
