Bob Dursley,ISTP,5
Bellatrix Burbage,ESTJ,4
Clara Millicent,ENTP,3
Helga Hopkirk,ENTP,7
Hassan Prince,INFJ,4
Sturgis Jigger,INFJ,6
Remus Lynch,ISTJ,6
Hugo Bagnold,ISTP,3
Penelope McLaggen,ENFP,5
Cassandra Pomfrey,ENTJ,2
Madam Rosmerta Snape,ISFJ,5
Minerva Bagnold,ENFJ,3
Alecto Flint,INTJ,7
Evan Parkinson,ISFJ,5
Salazar Marchbanks,ISFJ,4
Rolanda Peverell,INTJ,5
Arsenius Gaunt,INFJ,2
Ted Vector,INTP,7
Broderick Maxime,ISFP,4
Pigwidgeon Jordan,ENTP,7
Petunia Bones,INTP,5
Magorian Black,INFJ,6
Andromeda Delaney-Podmore,ISFP,5
Narcissa Ogden,INTP,2
Griphook McClaggen,ISFJ,5
Andrew Carrow,INTP,2
Quirinus Mimsey-Porpington,ENFP,4
Roger Longbottom,ESFJ,6
Marcus Switch,ESFJ,7
Cormac Kettleburn,ESFP,6
James Slughorn,ISTJ,5
Filius Dedalus,INFJ,5
Charity MacNair,ESTP,7
Colin Parkinson,INTP,2
Arabella Goldstein,ESTJ,4
Ludo Hagrid,ISFJ,5
Rubeus Bell,ISTJ,6
Amelia Susan Warrington,INFJ,2
Livius Dumbledore,ENTJ,5
Viktor Fletcher,ESTJ,4
Antonin Goyle,ENFJ,2
Evan Bell,ISFP,7
Bertha Krum,ENFJ,7
Hokey Riddle,ENTJ,7
Rita Whitby,ESTJ,4
Cedric Karkaroff,ENTP,2
Silvanus Parkinson,ENTP,5
Grawp Hooch,ISFJ,3
Wilkie ,ENTJ,6
Catriona Burbage,ENTJ,2
Evan Zeller,ISTJ,4
Dolores Evans,ENFJ,5
Agrippa Vane,ISFP,2
Victoire Delacour,ISTJ,6
Petunia Warbeck,INTP,7
Catriona Crabbe,ESTJ,7
Walden Pince,ISFP,6
Norbert Ravenclaw,ENFJ,3
Piers Elphick,ESTP,6
Moaning Myrtle Maxime,ISTP,6
Ginny Dawlish,ESFJ,5
Hugo Abbott,ENTP,7
Quintius Bones,ENFJ,6
Quintius Chang,ENFP,2
Vincent Coote,ENFP,6
Zacharias Prewett,ESTP,4
Amos Thickey,ENTP,5
Hengist of Woodcroft Maxime,INFJ,4
Viktor Lockhart,ENFP,6
Dirk Thickey,INFP,5
Ron Peasegood,ISTJ,5
Mosag Wood,ENFP,3
Bogrod Midgeon,INFP,3
Paracelsus Meliflua,INTP,5
Sirius Boardman,ESTJ,6
Mafalda Brown,ESTJ,5
Hepzibah Gregorovitch,ENTP,3
Goodwin Kneen,ISTP,4
Katie Dursley,ENFP,7
Bogrod Black,ESFJ,7
Araminta Davies,ESFJ,2
Kendra Coote,ESFP,7
Bane Trimble,INFJ,4
Livius Zograf,INFP,3
Griselda Whitby,ISFP,5
Regulus Switch,ENTP,5
Adalbert Ollivander,ESFJ,7
Michael Diggle,INTJ,3
Barnabas the Barmy Granger,ESTJ,6
Cassius Kirke,ISFJ,5
Garrick Perks,ESFP,4
Eloise Prince,ESTP,3
Pansy Johnson,INTP,4
Lily Bagnold,INTJ,2
Lee Robins,INFJ,7
Stan Dippet,ISTJ,2
Hedwig Umbridge,ISTJ,4
Florean Bode,INFP,4
Wormtail Ogden,ENTJ,7
Nymphadora MacNair,ENTJ,3
Patrick Dursley,ISFP,7
Eloise Slytherin,ESFP,2
Ptolemy Thicknesse,ISFP,7
Gregory Perks,ISTP,3
Violet Lestrange,INTJ,6
Beedle Higgs,ENFJ,5
Edgar Prang,ENFP,7
Nymphadora Lestrange,ESTP,2
Narcissa Mundungus,ENTP,6
Firenze Turpin,ISFP,3
Rita Meliflua,ENTJ,5
Ariana Helga,ISTP,2
Clara Lovegood,ISFP,7
Cornelius McClaggen,ESTJ,7
Michael Gregorovitch,ISTJ,5
Oblansk MacNair,ENFJ,5
Tom Peakes,ISFP,4
Lisa Burbage,ESFJ,3
Silvanus Evans,ESFP,7
Vincent Higgs,ESTP,3
Antonin Bragge,INTP,5
Catriona Cattermole,ISFP,2
Charlie Corner,ISFJ,3
Grawp Corner,ISTP,2
Araminta Vane,ESTJ,2
Oliver Peasegood,ISTP,4
Ritchie Hagrid,INFJ,6
Dilys McClaggen,INFP,2
Marcus Prewett,ENTJ,6
Lavender Cattermole,INTJ,6
Jimmy Imago,ENTJ,3
Tenebrus Belby,ISFP,3
Nearly Headless Nick Chang,ENTJ,4
Ignotus Dolohov,ENTP,6
Malkin Patil,INFP,3
Merlin Dursley,ESFJ,7
Rubeus Whisp,ESTP,5
Pius Clagg,ESFP,5
Karkus Dawlish,ENFJ,2
Merope Dursley,INFJ,6
Draco Vane,ISTJ,6
Phyllida Wood,ISFJ,6
Bartemius Crouch Junior Millicent,ENTP,5
Aberforth McLaggen,ENFP,4
Gwendolyn Bode,ISFP,4
Olympe Sprout,INFJ,6
Circe Tonks,INFJ,2
Regulus Peakes,ENFJ,2
Wilfred Zabini,ESFJ,4
Goodwin Umbridge,ESTJ,2
Karkus Rookwood,ESTP,5
Sirius Warrington,INTJ,5
Cassandra Patil,INTP,4
Salazar Vane,ISTJ,4
Bill Clearwater,INFJ,5
Nearly Headless Nick Bragge,INFP,7
Hermes Polkiss,ISTP,6
Bartemius Fortescue,ISFP,2
Bertha Fudge,ESTP,6
Gwendolyn Nott,INTP,7
Beedle Shacklebolt,INTJ,6
Amycus Slytherin,ESTP,3
Silvanus Oswald,ENFJ,3
Norbert Slinkhard,ESFJ,3
Marvolo Thicknesse,ISFP,7
Irma Crockford,INFP,2
Andromeda Johnson,ISFJ,7
Arabella Pince,ESFP,2
Jean Parkinson,ESFP,3
Morgana Pennifold,ISFJ,2
Cedric Helga,INFP,6
Stan Chang,INFP,2
Dilys Dolohov,ESTP,2
Bellatrix Ivanova,ENTJ,6
MykewÂ Maxime,INTP,4
Terence Gudgeon,ENTJ,3
Adalbert Quirrell,ISTJ,2
Wilfred Bode,ESFJ,3
Filius Ollivander,ENTP,6
Jean Dumbledore,ENFP,3
Ripper Jorkins,ISTJ,3
Modesty Timms,ISFP,4
Horace Bryce,ENTP,3
Theodore Chang,INFJ,3
Phyllida Doge,ISTP,5
Parvati Abbott,INTP,5
Gwendolyn Quirke,ENFP,5
Wendelin Grubbly-Plank,INFJ,6
Antonin Derwent,ESTJ,5
Frank Lynch,ESFJ,7
Marvolo Marchbanks,ISFJ,3
Ronan Morgan,ISFP,7
Miranda Longbottom,ISTP,2
Agrippa Diggory,ESFP,2
Neville Skeeter,INTP,7
Quentin Polkiss,INTJ,2
Viktor Ogden,ESTJ,3
Angelina Quirrell,INFP,5
Charlie Derwent,ENFP,2
Scabbers Dippet,ISTJ,5
Anthony Peverell,ENTJ,3
Quintius Zeller,ESFJ,4
Marge Zograf,ESTP,6
Bill Dawlish,INFJ,6
Bathilda Potter,INFJ,6
Alberic Pennifold,INTP,3
Bartemius Ravenclaw,INFJ,3
Cornelius Brown,ESTJ,5
Cadmus Vector,ESTP,5
Regulus Ivanova,ISFJ,4
Teddy Zograf,ENFP,3
Mosag Corner,INFJ,2
Angelina Fudge,ISFJ,7
Adalbert Maxime,ISFP,3
Amos Jordan,ESTJ,5
Dudley Meliflua,ISTP,2
Olympe Goldstein,ENTJ,7
Tenebrus Twycross,ENFP,3
Ariana Belby,ENFP,6
Hedwig Perks,INTP,3
Newton Flamel,ESTJ,2
Godric Bryce,INTJ,2
Hepzibah Binns,ISFJ,4
Cassius Dedalus,ISTJ,2
Augusta Whisp,ISFJ,4
Nicolas Prang,ESTP,5
Arcturus MacNair,ENTP,4
Hassan Lupin,INFJ,3
Oliver Krum,ENTJ,6
Luna Dippet,INFP,4
Circe Meliflua,INFJ,5
Helga Mostafa,INTJ,4
Mosag Slughorn,ESFJ,2
Violet Lupin,ENTP,6
Celestina Meliflua,INTP,5
Narcissa Rookwood,ESFJ,3
Ludo Coote,ISFJ,3
Bellatrix Bell,INFJ,4
Petunia Filch,ISTP,5
Penelope Snape,ESTP,4
Quintius Lupin,ESFP,4
Cornelius Elphick,ENTJ,7
Emmeline Gaunt,ENTJ,7
Yaxley Wood,INTJ,7
Quigley Hopkirk,ENFJ,3
Crookshanks Ivanova,INTP,7
Ernie Diggle,ISFJ,5
Oblansk Morgan,INTJ,2
Salazar Smith,ISTP,6
Goodwin Davies,ENFJ,6
Aurora Millicent,ENTJ,6
Gwenog Ollivander,ESFP,5
Thomas Thickey,ENTJ,5
Modesty Mumps,ENFJ,6
James Wood,ENFP,3
Godric Moody,ISTP,2
Crookshanks Bones,INTJ,5
Wilhelmina Bagnold,ISTJ,7
Padfoot Ravenclaw,ENFJ,4
Neville Riddle,ISFP,5
Vincent Warbeck,ESTJ,2
Peter Patil,ISFP,3
Dolores Imago,ESFP,4
Arsenius Zeller,ENTJ,5
Ernie Hagrid,ESTJ,4
Helga Carrow,INTP,7
Roger Warbeck,ENTP,2
Modesty Murray,INFP,4
Prongs Helga,ISFJ,2
Errol Grindelwald,ENTJ,2
Bloody Baron Fortescue,ENFJ,6
Marge Jorkins,ISTJ,4
Karkus Prang,ISFP,3
Colin Mumps,INTP,3
Cassius Turpin,INTJ,2
Tom Thickey,INFJ,3
Tom Shacklebolt,INFJ,3
Bloody Baron Bagshot,ENFJ,6
Dobby Jordan,ENTJ,2
Silvanus Robins,ENFP,4
Ludo Rabnott,ISFJ,5
Hermes Moody,ESTP,4
Cassius Grindelwald,ESTJ,3
Wilfred Warrington,ENTP,3
Elphias Twycross,ISTJ,2
Dedalus Hagrid,ESTP,7
Agrippa Zograf,ESTP,4
Olympe Finnigan,ISFJ,7
Olympe Hooch,ESTP,4
Harry Flint,ESFJ,4
Romilda Davies,ISFP,3
Karkus Crabbe,INTJ,7
Walden Delaney-Podmore,ISTP,4
Charity Oswald,ESFP,3
Sybill Parkinson,ISTJ,5
Blaise Smith,ISTJ,3
Adalbert Finch-Fletchley,ENFJ,3
Aurora Purkiss,ENFP,7
Remus Quirrell,ENFJ,3
Lee Jorkins,ESFJ,4
Jimmy Millicent,ISTP,2
Lisa Slinkhard,INTP,2
Minerva Lynch,ENTP,3
Quigley Volkov,ISFJ,4
Silvanus Delacour,ENFP,5
Demelza Umbridge,ESFJ,6
Nagini Marchbanks,INFJ,4
Cedric Sprout,ENFJ,7
Dudley Delacour,ISFJ,4
Hengist of Woodcroft Higgs,ENFJ,2
Modesty Crouch,ESFP,5
Ariana Ravenclaw,INTP,5
Rita Mimsey-Porpington,ISFJ,3
Bane Gregorovitch,ESFJ,3
Muriel Oswald,INTJ,6
Merlin Pince,ESTP,4
Seamus Delaney-Podmore,INTP,5
Amycus Corner,ESTJ,4
Paracelsus Corner,ESFP,4
Fang Bell,INFJ,4
Dirk Switch,ISTP,2
Alice Smith,ENFP,4
Seamus Rookwood,INTJ,6
Silvanus Polkiss,INFP,3
Luna Figg,INTJ,2
Prongs Sprout,ISFJ,5
Fawkes Quirrell,ESFP,4
Godric Jones,ENTP,3
MykewÂ Gudgeon,ISTP,7
Alicia Higgs,ESTP,5
Crookshanks Dawlish,ESFJ,3
Bilius Dippet,INTP,7
Prongs Coote,ISTP,4
Xenophilius Edgecombe,ISTJ,7
Agatha Carrow,INFJ,7
Susan ,ESTJ,5
Gregory the Smarmy Mumps,ISTP,7
Fat Friar Polkiss,INTJ,7
Araminta Potter,ISTJ,4
Petunia Warrington,ENTP,3
Wilfred Weasley,ENFJ,5
Mundungus Doge,ENTP,4
Minerva McGonagall,ESFP,7
Araminta Krum,ISTJ,4
Griphook Rookwood,ISFJ,5
Dennis Gudgeon,ESFP,3
Teddy Twycross,ENTJ,5
Nymphadora Goshawk,ESFP,4
Fluffy Switch,ESFP,6
Jimmy McGonagall,INFJ,7
Stan Smith,ISTP,5
Dilys Rosier,ENTP,4
Arsenius ,ESTJ,6
Alice Skeeter,ISFP,3
Uric Podmore,ESTJ,4
Filius Murray,ESFJ,4
Phineas Nigellus Delacour,ENTJ,2
Aberforth Purkiss,ISFJ,6
Marcus Jordan,INFP,6
Ptolemy Figg,ESTJ,5
Cornelius Zograf,ESFJ,3
Ludo Purkiss,ISTJ,4
Bellatrix Corner,ENFP,4
Viridian Umbridge,INTJ,2
Ignotus Volkov,ENTJ,7
Scabbers Prewett,INTP,4
Travers Finnigan,ENFP,3
Arthur Bagnold,ENFJ,7
Colin Moody,INFP,3
Hestia Fletcher,ESTJ,7
Florean Keddle,ENFJ,4
Padfoot Dippet,INFJ,5
Luna Dursley,ESFJ,5
Modesty Trimble,INFJ,6
Hengist of Woodcroft Bulstrode,ISTP,5
Olympe Derwent,ENFP,2
Dudley Timms,ISTP,5
Wilfred Perks,INTP,4
Hokey Marchbanks,ESTJ,2
Karkus Parkinson,ISFJ,4
Victoire Murray,ESTP,7
Goodwin Bell,ISTJ,2
Bane Derwent,ISFP,5
Fat Friar Crouch,ISTP,3
Ted Gudgeon,ENFJ,5
Florean Diggle,ENFJ,5
Emmeline Goyle,ESTP,5
Broderick Murray,ENTJ,5
Mafalda Zograf,ISFP,6
Hokey Mumps,ENFP,2
Wendy Skeeter,ESFJ,3
Fluffy Pettigrew,ESFJ,7
Broderick Derwent,ENTP,5
Fleur Hagrid,INFJ,3
Marietta Jordan,ISFJ,2
Gilderoy Bryce,ISFP,7
Charlie Higgs,ESTJ,6
Alastor Derwent,ESTJ,7
Irma Burbage,ENFJ,7
Mosag Kneen,INFJ,7
Hermes Dumbledore,ISTP,2
Percy Gaunt,ESFP,5
Quirinus Kneen,ENFJ,2
Piers Finch-Fletchley,INFP,2
Pigwidgeon MacNair,ESFP,3
Cliodna Bones,ISFP,2
Oblansk Timms,ISFJ,7
Armando Parkinson,ESFP,2
Dilys Bagshot,ENTP,6
Septima Hufflepuff,ISFP,5
Pansy Crockford,ISTJ,6
Bane Imago,ENFJ,5
Edgar Edgecombe,ISTJ,4
Hermes Turpin,ISFP,4
Victoire Davies,INFP,6
Albus percival Wulfric Brian Rosier,ENTP,2
Percy Vulchanov,INFP,2
Victoire Fudge,ENTP,6
Malkin MacMillian,ESTP,7
Wilhelmina Zabini,ENTP,2
Janus Dawlish,ESTJ,5
Jimmy Podmore,ESFP,4
Silvanus Creevey,ESTP,3
Kevin Fudge,ENFJ,3
Moran Cattermole,ISFJ,4
Cornelius Rosier,ISTJ,4
Goodwin Volkov,ENFP,6
Filius Midgeon,ENTP,3
Evan Thickey,ENTJ,3
Fawkes Lovegood,ESTP,2
Bozo Slughorn,ENTP,4
Mosag Lupin,ISTP,5
The Grey Lady Vane,ENTJ,3
Charlie Prewett,ISTJ,6
Jean Kettleburn,ENTJ,6
Antioch Meliflua,ESTJ,7
Katie Slytherin,ENTP,6
Winky Slughorn,ENFJ,4
Viridian Bryce,INFJ,4
Alicia Millicent,ISFP,2
Rolanda Peakes,INFJ,4
Pansy Pettigrew,INTP,4
Arsenius Mumps,ESTP,7
Merlin Bryce,ESFP,5
Lord Voldemort Edgecombe,INFP,4
Dolores Mimsey-Porpington,INTJ,4
Kendra Creevey,ISFP,3
Albus percival Wulfric Brian Peverell,ENTJ,2
Minerva Zeller,INFJ,5
Rowena Lovegood,ISFJ,6
Arcturus Zograf,ESFP,5
John Pomfrey,ENFJ,7
Winky Hufflepuff,ENTP,4
Buckbeak Bryce,ESFP,7
Kingsley Parkinson,ENFP,4
Kreacher Mundungus,ENFP,4
Kennilworthy Goldstein,ENTJ,5
James Lockhart,ESFJ,5
Viktor Mimsey-Porpington,ENTP,4
Merlin Gregorovitch,ISTP,3
Cuthbert Potter,ESTJ,2
Godric Grunnion,ENFP,4
Grawp Prang,ISTJ,4
Teddy Smith,ENFP,7
Ginny Flamel,ENFJ,2
Ronan Clearwater,ESTP,6
Roger MacFarlan,ENFP,7
Antioch Diggory,ESTP,3
Terence Pettigrew,ESTP,4
Florean Mostafa,INTP,3
Ginny Goyle,INFJ,4
Lucius Rookwood,INTP,6
Cassandra Prince,INTJ,3
Victoire Dawlish,ISFP,4
Grawp Meliflua,ESTJ,6
Stubby Lestrange,ESTP,2
Wilkie Kettleburn,ENTP,3
Moaning Myrtle Davies,INFJ,6
Fat Friar Warbeck,ENFJ,3
Hermione Ivanova,ENFJ,3
Bogrod Longbottom,ESTP,6
Edgar Granger,ISTP,5
Moran Goshawk,INFJ,4
Grawp Bagnold,INFP,3
Godric Elphick,ENTP,4
Arthur Davies,ESFJ,5
Marcus Peakes,ESTJ,6
Andrew Volkov,ENTP,7
Newton Diggory,ESFJ,7
Avery MacFarlan,ISFJ,5
Pigwidgeon Granger,INFJ,5
Marietta Purkiss,ISFP,4
Alphard Marchbanks,ESTJ,2
Viridian Gryffindor,ESFP,4
Hermione Flitwick,INTP,7
Ripper Timms,ISTP,3
Elphias Coote,INTJ,3
Augusta Bell,ISFP,3
Griphook Belby,ISFJ,6
Viridian Doge,INTJ,4
Firenze Kneen,ENTP,2
Fluffy McLaggen,ENTP,5
Hepzibah Mostafa,ESFP,2
Gellert Vulchanov,INFP,2
Wilkie Weasley,ESFP,5
Terence Crouch,ISFJ,4
Augusta Pince,ISFJ,4
Percy Moody,INTJ,6
Rowena Lupin,ESTP,2
Nearly Headless Nick Boardman,ENTJ,2
Cassius Polkiss,ENFJ,5
Helena Abbott,ISTJ,4
Avery Kirke,ISTJ,3
Sirius Thicknesse,ISFP,2
Amycus Lupin,ENFJ,4
Rolanda Granger,ESFP,5
Ted MacFarlan,ENFJ,3
Igor Bagshot,ESFJ,4
Ariana Jorkins,ENTP,3
Gertie Abbott,ENFJ,2
Orla Granger,ENTP,3
Oliver Kirke,INFJ,3
Peter Timms,INTJ,4
Helena Granger,ENTJ,7
Dedalus Binns,ESFJ,4
Snuffles Dawlish,ISTJ,4
Griselda Dursley,INTJ,7
Luna Delacour,ENFP,2
Buckbeak Lockhart,ESTJ,7
Bartemius Crouch Junior MacFarlan,INTP,3
Griselda Johnson,ESFJ,5
Kreacher Bode,INTP,6
Augusta Polkiss,INTJ,6
Cassius Peverell,ENFJ,7
Amycus Midgeon,ESTP,3
Augusta Malfoy,ESFJ,7
Victoire Lupin,ESTP,2
Hassan Kirke,ESFJ,3
Roger Mostafa,ISTP,2
Livius Vector,ENTP,5
Wilhelmina Tonks,ISFP,7
Vincent Lupin,INFJ,7
Aberforth Robins,ESTP,7
Arabella Trelawney,ESTJ,3
Bill Delaney-Podmore,ESFP,4
Inigo Vane,ESTJ,7
Wilbert Prewett,ISFP,3
Kreacher Longbottom,INFP,6
Ritchie Snape,ISFJ,2
Anthony Higgs,ESTJ,4
Argus Burbage,INFP,3
Luna Gaunt,ESTP,7
Wendy Grubbly-Plank,ESFP,7
Rosmerta Gryffindor,ISTJ,3
Dolores MacFarlan,ESFJ,2
Anthony Corner,ESFP,3
Gertie Purkiss,ESFJ,4
Hestia MacFarlan,INFP,2
Albus percival Wulfric Brian Midgeon,ENFJ,7
Molly Dedalus,INTJ,5
Eunice Umfraville,INFP,7
Ignotus Warbeck,ISFJ,2
Filius Timms,ESTP,4
Evan Warrington,ESTP,7
Nagini Krum,ISTJ,6
Adalbert Thicknesse,ISFJ,3
Katie Bagnold,ISTJ,4
Crookshanks Goshawk,ISFJ,7
Kendra Mumps,ENFP,2
Elfrida Robins,ISTJ,4
Amos Goyle,ESTP,5
Gabrielle Diggle,ENFP,2
Sybill Chang,ESFJ,7
Piers Johnson,INFJ,2
Broderick Dursley,ESTJ,4
Beedle Goshawk,ESFP,2
Wilkie Rookwood,ISFJ,3
Quigley Purkiss,INTJ,2
Peeves Binns,ESTJ,2
Silvanus Cattermole,ISFJ,7
Hepzibah Marchbanks,ISTJ,7
Ripper Abbott,ISTP,5
Hugo Vulchanov,ESFJ,5
Magorian Bragge,ESFJ,5
Pomona Derwent,ISFP,7
Rose Cresswell,ISFJ,2
Ripper Elphick,ESFJ,6
Penelope Peakes,ISFP,7
Pius Bones,ESTP,7
Pansy Perks,ENTP,2
Alberic Boardman,ISTJ,4
Ripper Mumps,INTP,3
Ronan Prince,ISTP,5
Parvati Dursley,ESFJ,4
Dobby Prang,ENTJ,2
Janus Perks,ESTJ,4
Winky Prang,ESFJ,7
Rolanda Peasegood,ESFJ,7
Wilbert Fortescue,ENFJ,2
Frank Binns,INFJ,2
Elfrida Chang,ESTP,3
Barnabas the Barmy Dawlish,ESTJ,4
Quintius Finch-Fletchley,INFJ,7
Nearly Headless Nick MacNair,ENFJ,6
Gilderoy Rookwood,ISFJ,2
Jean Goyle,INFJ,5
Bogrod Ivanova,ESTJ,6
Teddy Trelawney,ESFP,2
Moaning Myrtle Fortescue,ENTJ,4
Demelza MacNair,ENFJ,2
Draco Figg,ISFP,5
Trevor Lovegood,ENTJ,7
Winky Flitwick,INFP,3
Argus Trimble,ENFP,6
Anthony Finnigan,ESTJ,2
Narcissa Krum,ISFP,3
Rowena Lynch,INFJ,3
Ptolemy Warbeck,ENFP,7
Luna Keddle,ISTP,7
Fred Slughorn,ISFJ,3
Gilderoy Trelawney,ISTP,4
Percy Fortescue,INFP,5
Reginald Potter,ISTP,4
Penelope Purkiss,INFP,2
Prongs Gudgeon,ESTP,3
Reginald Crockford,ISFJ,3
Wilfred Cattermole,ENTP,6
Ginny Hooch,ISFJ,2
Elladora Derwent,ISTP,5
Janus Burbage,INFJ,6
Gregory Slinkhard,INTJ,5
Seamus Whitby,ISFP,4
Ted Grindelwald,INTP,3
Amelia Susan Davies,ISTJ,7
Wilbert Weasley,INTJ,3
Quigley Trimble,ISFP,6
Katie Mostafa,ISTP,5
Lavender Slytherin,ENTP,2
Scorpius Malfoy,ESTJ,5
Katie Hooch,ENTP,7
Clara Goshawk,ISTJ,4
Muriel Burbage,ENTP,2
Bellatrix Johnson,INTJ,5
Dilys Ogden,ISFJ,7
MykewÂ Doge,ENFJ,4
Alicia Pince,ISTJ,5
Marge Gaunt,ISTJ,2
Elfrida Kettleburn,ENTJ,6
Firenze Ravenclaw,ISTP,2
Stan Longbottom,INTJ,2
Jugson Slytherin,ISTJ,4
Quigley Vane,INFJ,3
Uric Vane,ENTP,4
Catriona Perks,ISTJ,2
Bogrod Peverell,ESTP,7
Errol Cattermole,ISTJ,6
Petunia Coote,ISFJ,5
Moony Smith,ENFP,7
Narcissa Zabini,ESFJ,2
Viktor Bryce,ESFP,2
Madam Rosmerta Imago,INTJ,7
Mosag Figg,ENTJ,5
Draco Weasley,ESFJ,4
Gwenog Dedalus,INFJ,5
Newton Lockhart,ENFP,5
Cho Zabini,INTP,5
Snuffles Skeeter,INTJ,2
Araminta Higgs,ENFP,7
Modesty Goyle,INFP,3
Narcissa Riddle,ESTJ,5
Circe Morgan,ESTJ,7
Viktor Wood,ESFJ,3
Moony McLaggen,ISFP,7
Tom Gryffindor,ISTJ,4
Karkus Diggle,ENTJ,7
Merope Marchbanks,ISTJ,3
Travers Doge,ESFJ,7
Terence Timms,ENFJ,6
Quentin Pettigrew,INTJ,4
Lord Voldemort Boardman,INTP,5
Nymphadora Dursley,ISTJ,4
Bob Ollivander,ESFJ,4
Muriel Lynch,ENTP,7
Cadmus Doge,ISTP,4
Colin Belby,ENTJ,6
Garrick Dedalus,INTP,5
Bellatrix Delacour,ISFP,6
Fat Friar Fletcher,ENTJ,7
Septima Delacour,ENTJ,2
Wilbert Slinkhard,ENFP,3
Lucius Goshawk,INFP,6
Ron Carrow,ISFP,3
Madam Rosmerta Crabbe,INTJ,7
Lee Parkinson,INTJ,5
Remus Turpin,ISTJ,2
Augusta Doge,INFJ,7
Miranda Ivanova,INTP,6
Muriel Carrow,ISFP,7
Theodore Meliflua,ISFJ,4
Rubeus Sprout,INTJ,7
Ludo Diggory,ESFP,5
Snuffles Gudgeon,INTJ,2
Dennis Clagg,ISTP,6
Stan Fudge,ENTP,4
